crop_type,soil_moisture,temperature,rainfall,humidity,irrigate
Wheat,47.48,21.25,136.02,30.55,1
Maize,21.96,26.62,275.81,50.14,0
Rice,49.84,20.23,198.76,88.26,0
Cotton,15.35,35.91,56.52,77.68,0
Rice,47.46,15.32,41.94,37.66,1
Cotton,22.47,25.74,20.23,75.9,0
Wheat,47.83,30.05,276.4,67.11,1
Rice,54.86,34.9,58.23,66.98,0
Cotton,40.18,17.66,161.35,66.13,1
Soybean,57.98,25.66,272.06,64.18,0
Soybean,32.51,18.3,261.98,36.94,0
Maize,34.99,36.56,268.4,48.52,0
Wheat,35.89,15.59,229.53,57.91,0
Soybean,20.71,38.41,200.98,38.07,1
Soybean,40.64,33.91,22.97,32.07,0
Maize,48.75,34.08,33.13,61.62,1
Soybean,33.35,34.24,5.06,71.85,0
Cotton,12.98,21.36,285.55,85.54,0
Rice,25.68,37.66,106.78,70.38,1
Cotton,23.82,22.69,17.84,59.24,0
Cotton,52.17,21.07,59.58,76.11,1
Rice,22.75,25.9,191.68,54.11,1
Maize,39.95,27.55,124.12,56.84,0
Wheat,30.76,24.27,139.39,44.68,1
Soybean,20.63,38.61,163.03,80.5,1
Rice,51.07,38.9,111.86,89.97,1
Wheat,30.19,31.43,197.07,37.67,1
Wheat,25.95,21.0,237.05,77.82,0
Rice,47.07,33.39,138.57,55.75,0
Maize,44.11,21.04,243.33,82.85,0
Soybean,47.24,18.44,101.94,45.17,0
Rice,25.6,37.33,192.4,70.32,0
Wheat,48.78,31.14,68.74,87.39,0
Maize,53.79,23.32,107.27,78.1,1
Soybean,39.05,33.36,226.9,78.44,1
Wheat,40.81,32.11,258.63,61.97,0
Cotton,10.04,23.67,271.97,73.14,0
Maize,45.4,28.79,41.71,41.32,1
Maize,15.71,31.81,53.81,79.87,0
Rice,11.33,15.75,78.27,43.1,0
Soybean,20.63,38.61,163.03,80.5,1
Cotton,17.08,31.52,115.89,81.66,1
Rice,13.52,28.11,211.26,65.41,0
Cotton,37.08,28.58,237.97,74.8,0
Maize,31.11,26.61,146.73,60.25,1
Rice,59.25,38.04,162.51,49.36,0
Wheat,42.74,29.64,1.98,75.54,1
Cotton,47.44,35.48,30.71,70.09,1
Soybean,58.1,28.73,265.58,45.57,1
Maize,39.93,34.15,21.29,60.31,0
Rice,55.39,17.52,47.58,80.41,0
Cotton,52.14,31.26,37.54,83.02,0
Rice,23.35,23.3,87.38,32.28,0
Rice,49.02,25.06,147.31,55.23,0
Maize,29.76,25.03,84.21,35.2,0
Soybean,24.97,19.02,202.61,30.43,0
Rice,46.35,37.35,227.24,80.45,0
Rice,18.81,30.93,129.91,81.77,1
Rice,57.34,22.78,62.82,49.26,0
Wheat,28.2,21.7,124.87,68.39,0
Soybean,24.07,36.19,31.21,52.86,1
Soybean,55.62,33.07,57.92,33.43,1
Rice,45.09,21.27,113.52,40.24,1
Cotton,54.23,31.32,128.21,86.37,1
Cotton,28.27,26.44,31.6,45.36,1
Maize,58.7,28.25,169.93,37.46,1
Rice,47.86,33.95,184.85,71.87,0
Maize,19.93,39.68,167.18,42.77,1
Rice,47.41,15.92,274.87,49.68,1
Cotton,47.3,22.26,150.12,57.4,0
Soybean,50.95,37.65,22.97,39.99,1
Maize,41.66,21.72,84.81,33.25,0
Soybean,33.17,36.43,24.51,36.21,0
Rice,55.45,28.41,213.74,40.55,1
Wheat,15.28,32.16,105.23,43.5,1
Wheat,44.4,35.95,270.02,35.84,1
Rice,47.41,15.92,274.87,49.68,1
Cotton,29.72,20.48,126.87,50.3,0
Rice,43.85,25.78,241.66,75.05,1
Wheat,34.59,16.64,84.61,45.8,1
Rice,26.29,36.19,225.71,43.97,0
Rice,27.08,37.87,263.08,77.44,0
Cotton,58.76,20.06,78.96,87.19,1
Soybean,21.27,23.87,10.95,33.25,0
Wheat,29.98,17.08,151.68,67.92,1
Soybean,21.25,25.72,53.77,70.22,0
Maize,15.71,31.81,53.81,79.87,0
Cotton,57.16,17.63,277.92,47.27,1
Wheat,55.91,31.8,217.09,83.14,0
Soybean,38.79,28.38,284.42,86.46,0
Rice,34.89,34.51,78.49,56.52,0
Cotton,50.88,38.79,40.56,58.67,0
Soybean,13.57,39.07,28.86,32.79,0
Rice,47.34,36.79,119.43,70.45,1
Soybean,17.29,28.06,234.51,88.4,0
Rice,25.87,31.08,276.97,46.33,1
Cotton,19.82,36.08,240.03,58.39,1
Soybean,29.87,33.66,79.82,54.97,0
Rice,39.7,38.08,51.29,59.47,0
Rice,39.83,25.69,256.2,79.49,0
Maize,38.99,33.43,210.08,70.89,1
Wheat,26.18,35.87,294.69,43.95,0
Maize,43.49,17.74,278.48,71.44,0
Soybean,59.67,16.55,21.79,82.72,1
Cotton,14.16,33.28,255.55,58.34,1
Wheat,50.42,27.06,21.5,34.57,0
Wheat,54.21,33.05,68.95,70.31,1
Rice,56.55,16.63,103.44,45.47,1
Wheat,10.95,24.27,4.71,87.9,1
Cotton,13.92,15.73,199.4,63.08,0
Wheat,40.94,18.29,45.88,82.27,0
Maize,33.69,33.49,295.15,85.49,1
Rice,47.38,32.47,177.35,38.79,0
Maize,41.73,27.0,138.2,88.85,0
Rice,39.88,21.19,100.73,33.16,0
Cotton,17.7,32.22,292.47,70.39,0
Rice,29.14,26.74,68.71,50.02,0
Maize,19.71,16.95,285.37,55.12,1
Soybean,55.3,22.59,134.52,67.2,0
Maize,14.04,31.43,58.17,74.25,1
Wheat,10.53,33.67,88.77,86.38,1
Rice,39.7,38.08,51.29,59.47,0
Soybean,24.07,36.19,31.21,52.86,1
Soybean,48.14,31.7,124.41,38.23,1
Maize,54.52,24.24,112.09,34.66,0
Maize,39.95,27.55,124.12,56.84,0
Wheat,29.03,35.96,281.16,56.72,0
Wheat,21.98,29.48,0.85,70.66,1
Rice,30.58,15.28,243.8,38.06,1
Wheat,33.05,37.32,295.35,78.01,0
Soybean,32.27,25.09,74.08,34.5,0
Maize,53.8,22.11,69.75,56.42,1
Cotton,52.14,31.26,37.54,83.02,0
Rice,16.04,36.78,248.95,61.34,1
Cotton,31.6,36.76,241.92,84.88,0
Soybean,32.51,18.3,261.98,36.94,0
Cotton,17.12,25.19,120.37,47.82,0
Wheat,12.61,35.4,143.12,52.7,1
Soybean,49.83,19.82,144.77,89.36,1
Rice,51.16,39.78,0.06,51.42,1
Maize,43.7,28.65,15.11,75.22,0
Soybean,17.29,28.06,234.51,88.4,0
Wheat,12.64,39.11,154.97,86.45,1
Maize,52.09,20.28,48.37,85.93,1
Wheat,15.74,26.74,126.28,65.71,0
Rice,53.93,22.8,115.37,31.21,1
Wheat,55.91,31.8,217.09,83.14,0
Maize,26.22,29.84,266.24,53.13,0
Maize,38.73,33.54,63.77,66.89,1
Rice,53.48,18.32,175.7,37.07,1
Rice,57.26,24.4,4.96,68.52,1
Wheat,13.99,15.64,57.59,49.15,1
Soybean,26.18,33.24,235.78,84.08,0
Cotton,24.37,20.55,221.5,64.58,1
Rice,49.29,37.46,271.66,42.71,0
Maize,38.95,23.68,190.4,71.65,1
Wheat,47.62,30.92,26.06,37.57,1
Cotton,13.96,17.8,91.0,66.39,1
Rice,21.91,25.76,194.59,85.15,1
Rice,26.83,28.75,207.84,71.58,1
Maize,44.94,22.76,208.87,89.6,1
Cotton,38.71,19.74,259.66,60.98,1
Wheat,53.53,15.4,191.53,48.13,1
Maize,40.54,39.11,110.33,65.51,1
Rice,12.89,39.63,30.96,51.23,1
Soybean,27.11,35.26,152.86,45.52,1
Wheat,58.65,21.57,131.55,42.76,0
Soybean,47.24,18.44,101.94,45.17,0
Cotton,50.18,17.81,64.67,45.94,0
Cotton,24.1,35.07,183.42,30.47,1
Maize,13.33,15.0,211.39,59.52,0
Rice,36.67,32.56,185.7,32.51,0
Wheat,44.38,19.76,128.09,80.99,1
Soybean,41.9,30.15,137.39,54.59,1
Rice,19.18,19.02,62.43,61.22,0
Wheat,12.61,35.4,143.12,52.7,1
Cotton,32.78,28.62,142.06,76.41,0
Soybean,37.57,31.04,59.38,73.66,1
Cotton,46.42,15.93,289.99,73.86,1
Soybean,35.52,34.96,240.92,65.42,0
Cotton,31.93,19.83,299.28,84.99,0
Wheat,26.69,37.25,17.9,57.54,1
Wheat,25.83,29.77,296.67,83.08,1
Soybean,59.25,31.34,273.26,65.87,1
Soybean,49.91,24.08,181.17,78.81,1
Soybean,51.84,36.19,79.75,59.29,0
Soybean,17.39,23.98,65.88,49.12,0
Rice,34.04,39.03,259.86,64.31,1
Cotton,37.51,22.43,177.38,74.15,1
Soybean,24.9,35.68,269.02,30.34,1
Maize,26.55,23.96,105.86,50.9,0
Maize,30.68,24.92,183.29,69.42,0
Soybean,11.51,25.45,94.34,78.9,0
Soybean,30.21,34.33,242.48,49.41,1
Soybean,55.4,32.44,95.81,33.71,0
Maize,39.93,34.15,21.29,60.31,0
Maize,44.62,28.63,18.6,38.27,0
Soybean,15.22,35.66,175.4,78.67,0
Wheat,43.95,15.72,94.34,41.53,0
Cotton,33.83,20.34,113.09,45.26,1
Maize,28.39,20.55,80.74,64.27,0
Cotton,26.78,37.28,124.23,33.09,1
Rice,10.74,35.05,182.94,84.09,0
Rice,57.96,38.47,2.66,78.57,1
Soybean,55.78,37.54,202.09,62.0,0
Soybean,56.77,36.08,76.73,75.16,1
Maize,30.11,28.57,54.75,49.29,1
Soybean,25.36,39.71,206.68,71.52,0
Maize,54.81,38.8,153.7,54.08,1
Cotton,26.46,16.54,151.79,70.74,0
Rice,44.19,29.95,195.94,59.74,0
Maize,43.17,17.87,26.13,37.33,1
Soybean,57.13,39.71,110.66,73.41,1
Wheat,42.77,20.51,88.26,56.61,1
Soybean,36.88,30.61,193.39,74.28,1
Maize,39.99,20.89,291.57,62.78,0
Maize,11.35,35.8,141.24,63.62,1
Cotton,13.88,31.26,179.24,62.04,1
Wheat,13.1,39.1,183.51,40.3,1
Maize,52.55,27.33,109.73,87.47,1
Soybean,56.42,23.44,218.25,47.58,1
Soybean,31.18,25.36,183.72,38.7,1
Soybean,50.54,23.31,260.31,32.75,1
Wheat,48.46,18.2,254.88,87.91,1
Soybean,56.26,17.62,211.98,48.16,0
Rice,24.01,21.7,59.63,42.36,1
Rice,46.35,37.35,227.24,80.45,0
Rice,12.66,34.52,119.42,45.94,1
Cotton,48.23,34.34,85.19,38.68,1
Maize,20.76,28.66,37.66,45.74,0
Wheat,24.93,27.8,167.52,68.54,0
Cotton,57.81,24.02,110.62,87.8,0
Cotton,34.56,17.43,140.26,83.04,1
Wheat,26.64,33.45,34.83,32.8,0
Cotton,21.02,32.65,174.48,59.94,0
Cotton,40.45,21.86,55.55,77.55,0
Soybean,13.49,19.74,188.49,78.81,1
Soybean,48.14,31.7,124.41,38.23,1
Soybean,15.31,33.89,195.99,60.65,1
Wheat,37.65,36.73,112.41,46.09,1
Wheat,22.66,22.75,51.47,80.84,1
Soybean,41.04,34.09,293.88,45.52,1
Soybean,30.76,18.06,240.55,66.25,0
Maize,59.88,22.15,179.29,39.97,0
Maize,43.31,29.72,40.39,68.0,1
Soybean,24.8,32.59,112.66,53.69,0
Rice,14.46,17.98,291.03,41.17,1
Maize,16.45,30.03,9.36,88.02,0
Wheat,11.02,16.74,282.22,63.22,1
Wheat,48.33,19.4,172.83,74.29,1
Soybean,40.04,36.56,279.67,84.12,0
Rice,49.16,35.86,235.73,39.73,0
Soybean,47.1,31.2,173.4,56.85,1
Wheat,35.99,34.09,59.61,38.61,1
Maize,54.86,17.31,148.31,33.12,0
Wheat,25.54,25.89,120.97,67.84,1
Soybean,23.63,19.34,207.83,42.76,1
Maize,36.83,22.54,283.53,76.48,1
Wheat,19.21,22.66,108.27,69.08,1
Rice,22.12,38.33,248.84,71.08,0
Wheat,40.92,21.98,111.17,46.64,0
Cotton,48.63,22.29,13.38,65.98,1
Maize,56.58,21.19,188.39,63.5,1
Cotton,18.13,18.69,90.49,72.27,1
Cotton,53.43,38.26,115.78,54.23,0
Rice,26.83,36.31,283.03,79.93,0
Maize,54.02,17.64,13.9,30.33,1
Rice,44.21,21.29,115.13,76.8,0
Soybean,38.03,35.91,68.34,57.74,0
Maize,34.99,36.56,268.4,48.52,0
Maize,47.12,22.96,156.43,85.54,0
Wheat,50.42,27.06,21.5,34.57,0
Wheat,58.93,32.02,68.02,57.28,1
Cotton,12.98,21.36,285.55,85.54,0
Soybean,19.6,25.51,13.73,60.12,0
Wheat,40.2,19.68,35.75,80.06,1
Wheat,49.7,20.37,145.76,37.37,1
Cotton,17.7,32.22,292.47,70.39,0
Soybean,34.49,25.1,48.28,31.72,1
Rice,30.78,19.87,217.87,47.58,1
Cotton,18.52,37.6,19.55,50.11,1
Rice,14.46,17.98,291.03,41.17,1
Rice,59.02,18.93,258.68,38.59,0
Soybean,14.81,24.32,23.29,44.71,0
Cotton,38.11,39.07,112.09,58.84,1
Cotton,33.59,33.42,107.98,57.98,0
Cotton,54.23,31.32,128.21,86.37,1
Cotton,30.19,30.89,44.5,46.88,0
Wheat,16.36,26.3,43.4,37.43,0
Wheat,44.38,19.76,128.09,80.99,1
Soybean,59.07,33.53,252.49,64.98,0
Wheat,23.6,39.95,29.03,73.96,0
Rice,39.88,21.19,100.73,33.16,0
Rice,57.96,38.47,2.66,78.57,1
Cotton,29.68,27.48,90.86,64.99,1
Maize,24.02,23.01,191.31,67.34,1
Soybean,13.01,18.52,190.92,83.11,1
Soybean,41.35,16.37,188.57,68.68,1
Wheat,25.06,26.22,33.56,56.09,0
Rice,39.88,21.19,100.73,33.16,0
Maize,53.8,22.11,69.75,56.42,1
Maize,47.52,38.03,298.27,30.84,0
Rice,25.46,28.46,197.83,69.29,1
Rice,33.47,34.62,230.13,47.04,1
Rice,44.39,21.43,110.55,83.1,0
Rice,30.78,19.87,217.87,47.58,1
Wheat,19.83,23.43,265.46,61.93,0
Wheat,38.19,18.83,238.24,49.23,0
Wheat,47.47,23.84,158.67,45.43,1
Cotton,47.61,15.36,293.8,73.29,1
Maize,25.38,35.52,73.74,54.23,1
Wheat,41.04,24.95,50.79,58.4,1
Rice,13.48,33.02,114.04,65.32,1
Rice,27.51,36.26,73.52,57.69,0
Maize,52.35,38.85,59.02,84.3,1
Rice,23.31,30.85,211.37,34.35,1
Soybean,15.31,33.89,195.99,60.65,1
Rice,51.07,15.72,88.6,39.85,1
Maize,10.42,27.01,3.24,56.86,0
Maize,22.89,38.52,158.96,47.27,0
Wheat,29.98,17.08,151.68,67.92,1
Wheat,35.64,24.21,67.74,61.04,1
Cotton,29.39,16.65,135.84,47.28,0
Wheat,35.33,34.07,64.11,55.29,0
Cotton,57.67,22.85,194.76,83.36,1
Maize,39.06,39.71,110.8,31.26,1
Cotton,41.14,26.89,5.09,43.69,0
Wheat,48.84,25.22,209.38,45.58,0
Cotton,44.29,22.05,136.07,74.18,0
Maize,32.15,32.08,63.18,37.22,0
Rice,54.68,30.31,200.18,55.94,0
Cotton,58.06,34.44,62.64,88.49,0
Rice,51.07,15.72,88.6,39.85,1
Cotton,48.23,34.34,85.19,38.68,1
Soybean,37.31,18.85,186.6,72.6,0
Cotton,58.96,30.59,188.53,69.47,0
Wheat,40.94,18.29,45.88,82.27,0
Wheat,31.28,20.84,236.04,32.69,0
Rice,25.5,36.74,264.55,85.0,0
Soybean,38.23,28.87,251.18,89.91,0
Soybean,26.38,18.06,125.73,44.2,1
Rice,59.04,29.87,79.62,71.19,1
Cotton,10.1,15.04,129.8,68.73,1
Maize,43.49,17.74,278.48,71.44,0
Cotton,50.94,36.17,88.33,75.86,1
Soybean,50.06,27.58,144.53,42.09,1
Maize,56.09,17.37,246.44,58.31,0
Cotton,45.9,29.41,243.17,43.43,0
Wheat,38.88,39.55,43.47,35.19,1
Rice,39.84,35.15,26.71,53.04,1
Cotton,28.63,18.57,221.86,57.35,1
Cotton,41.87,15.88,43.1,59.26,1
Soybean,10.37,31.97,238.82,49.73,1
Maize,44.95,30.61,98.35,50.75,0
Cotton,28.97,17.78,225.78,55.76,1
Soybean,33.35,34.24,5.06,71.85,0
Wheat,43.42,26.06,173.54,30.65,0
Wheat,11.83,26.32,278.59,79.63,1
Rice,25.87,31.08,276.97,46.33,1
Wheat,52.42,16.01,76.91,37.67,1
Wheat,24.13,33.28,139.66,54.67,1
Wheat,55.29,26.15,291.93,74.85,1
Maize,29.41,23.14,254.26,51.54,1
Cotton,30.09,15.14,42.84,82.55,1
Rice,54.42,32.97,60.34,44.9,1
Rice,18.81,28.16,215.04,58.72,0
Soybean,55.3,22.59,134.52,67.2,0
Cotton,17.34,30.36,252.25,35.59,0
Rice,12.48,24.57,154.5,46.98,1
Wheat,58.35,28.28,41.34,42.58,1
Wheat,28.2,21.7,124.87,68.39,0
Maize,32.91,38.37,66.76,74.19,0
Wheat,58.93,32.02,68.02,57.28,1
Wheat,18.69,17.11,38.13,33.37,1
Soybean,49.91,24.08,181.17,78.81,1
Wheat,47.47,23.84,158.67,45.43,1
Wheat,59.37,28.42,11.72,48.34,0
Soybean,40.88,31.21,151.59,40.97,1
Wheat,31.04,37.98,61.05,75.87,1
Wheat,25.5,25.85,223.93,42.71,0
Wheat,19.42,21.47,135.17,70.35,0
Soybean,29.1,22.48,146.24,51.64,0
Maize,16.29,27.9,250.89,32.53,0
Cotton,25.32,27.79,82.84,39.95,0
Maize,25.38,35.52,73.74,54.23,1
Wheat,48.66,26.88,174.1,32.7,1
Cotton,40.45,21.86,55.55,77.55,0
Rice,44.74,30.23,185.66,68.05,1
Wheat,46.83,15.98,147.13,78.11,1
Cotton,11.81,33.31,87.64,69.85,0
Wheat,39.81,36.31,275.88,73.96,0
Maize,53.67,39.73,269.66,47.32,0
Rice,25.0,32.44,163.71,58.94,1
Rice,57.68,30.61,176.6,75.08,1
Maize,17.48,19.54,29.42,40.4,1
Wheat,32.88,22.86,158.08,51.23,1
Cotton,47.44,35.48,30.71,70.09,1
Maize,17.75,16.13,104.54,85.71,1
Maize,57.65,35.21,193.82,84.88,0
Rice,53.93,22.8,115.37,31.21,1
Wheat,34.66,27.55,63.75,48.88,1
Soybean,32.27,25.09,74.08,34.5,0
Maize,49.85,29.07,187.07,37.96,0
Cotton,53.57,24.76,87.28,68.6,1
Soybean,46.78,19.09,7.51,33.12,0
Wheat,38.61,33.85,268.44,65.39,1
Wheat,57.03,37.24,113.91,84.61,1
Wheat,41.78,19.15,299.94,49.57,1
Rice,27.9,35.7,48.12,57.19,1
Maize,53.8,22.11,69.75,56.42,1
Rice,16.73,18.95,90.5,34.14,0
Wheat,20.92,25.41,203.04,64.95,1
Cotton,30.31,15.61,160.49,31.57,0
Cotton,22.26,32.74,110.93,60.69,0
Wheat,38.26,32.74,252.63,39.71,0
Maize,58.08,29.52,18.48,66.82,0
Wheat,10.0,30.42,89.29,38.69,1
Cotton,40.57,26.74,106.62,89.75,0
Rice,18.81,28.16,215.04,58.72,0
Maize,15.71,31.81,53.81,79.87,0
Maize,52.09,20.28,48.37,85.93,1
Soybean,25.8,31.75,268.43,48.9,0
Maize,17.06,28.21,269.0,64.57,0
Cotton,44.29,22.05,136.07,74.18,0
Maize,19.94,36.7,116.0,48.54,0
Cotton,58.96,30.59,188.53,69.47,0
Wheat,33.74,30.45,195.22,46.07,1
Rice,40.53,21.12,207.43,44.67,1
Soybean,43.46,27.76,93.9,55.93,0
Rice,51.16,39.78,0.06,51.42,1
Rice,26.33,16.78,141.1,31.59,0
Wheat,42.77,20.51,88.26,56.61,1
Maize,49.63,25.78,184.52,66.17,1
Soybean,24.46,29.95,256.18,42.98,1
Maize,59.58,33.86,276.44,38.85,1
Soybean,30.14,37.95,37.61,67.88,1
Rice,15.42,31.37,219.86,76.07,1
Soybean,26.67,34.92,159.89,36.45,1
Soybean,46.55,39.06,230.31,35.47,1
Cotton,30.74,15.83,221.94,49.31,1
Maize,10.17,38.09,264.62,56.96,1
Wheat,37.65,36.73,112.41,46.09,1
Wheat,40.79,35.24,42.63,43.0,1
Rice,54.42,32.97,60.34,44.9,1
Maize,31.7,38.81,173.6,30.79,1
Maize,44.11,21.04,243.33,82.85,0
Rice,35.35,28.83,60.49,60.39,1
Wheat,10.39,30.91,140.02,76.14,1
Cotton,38.71,19.74,259.66,60.98,1
Rice,49.98,37.25,99.06,44.09,1
Rice,41.76,28.33,113.37,81.53,1
Cotton,27.58,35.39,3.85,42.59,1
Wheat,40.79,35.24,42.63,43.0,1
Cotton,57.81,24.02,110.62,87.8,0
Rice,57.74,34.68,275.59,71.21,0
Maize,33.42,38.03,201.41,40.55,0
Rice,58.64,29.65,118.28,88.89,1
Soybean,34.77,27.13,129.02,83.67,1
Wheat,43.47,31.37,244.52,37.89,0
Cotton,53.03,29.18,106.64,86.36,1
Soybean,22.41,27.82,89.69,30.47,0
Rice,17.86,28.55,262.92,56.83,0
Wheat,30.19,31.43,197.07,37.67,1
Cotton,22.72,22.72,299.0,84.78,0
Cotton,43.39,21.15,82.94,54.91,1
Wheat,41.23,22.98,255.04,40.46,0
Maize,48.29,25.39,60.25,65.44,0
Soybean,57.36,38.2,117.07,52.66,0
Rice,17.64,33.66,159.78,50.36,1
Rice,49.0,34.22,110.31,59.62,1
Rice,54.78,27.3,97.84,61.61,0
Cotton,41.73,19.67,143.35,52.36,1
Wheat,32.14,15.61,135.96,67.94,0
Soybean,59.84,15.18,179.24,39.1,1
Rice,19.58,32.06,129.29,85.15,0
Wheat,15.81,27.99,72.75,50.23,0
Cotton,55.05,35.33,221.53,50.92,0
Wheat,15.28,32.16,105.23,43.5,1
Rice,51.3,26.66,72.27,70.13,0
Soybean,36.22,35.18,216.93,80.68,1
Maize,21.87,24.39,255.2,57.43,0
Maize,35.4,20.11,131.35,64.68,0
Rice,18.76,18.7,119.47,37.79,0
Rice,19.29,21.56,241.16,50.69,0
Maize,15.9,38.17,131.9,49.75,1
Wheat,48.37,33.93,272.09,81.65,0
Rice,56.15,23.74,180.93,86.95,0
Wheat,52.9,37.75,18.88,68.01,1
Cotton,53.43,27.25,200.34,88.84,0
Rice,44.12,15.47,142.25,30.6,0
Rice,33.84,21.19,243.22,38.95,0
Cotton,16.58,34.64,249.7,45.34,1
Cotton,43.46,38.28,28.27,62.13,1
Rice,56.49,22.69,299.94,80.14,1
Maize,17.06,28.21,269.0,64.57,0
Rice,51.22,26.66,267.76,75.14,1
Maize,12.82,26.31,103.04,44.06,0
Cotton,50.18,17.81,64.67,45.94,0
Soybean,25.8,27.38,19.93,88.27,1
Cotton,25.32,27.79,82.84,39.95,0
Maize,25.48,30.3,245.72,88.25,1
Maize,53.42,30.28,174.53,52.03,0
Wheat,58.88,39.63,291.88,34.17,1
Maize,44.58,22.27,245.72,72.16,1
Maize,54.81,38.8,153.7,54.08,1
Cotton,33.78,38.72,286.21,55.6,0
Maize,34.32,29.69,11.72,73.51,0
Wheat,52.34,19.02,215.01,58.92,1
Soybean,24.46,29.95,256.18,42.98,1
Maize,53.84,38.89,57.54,71.01,1
Wheat,39.81,36.31,275.88,73.96,0
Rice,54.68,30.31,200.18,55.94,0
Rice,18.81,28.16,215.04,58.72,0
Soybean,34.77,27.13,129.02,83.67,1
Wheat,18.23,31.81,238.67,40.75,0
Wheat,46.23,23.87,138.71,49.06,0
Wheat,48.18,30.2,240.3,61.98,0
Wheat,15.95,36.23,111.01,31.0,1
Soybean,53.42,34.88,292.65,69.85,0
Rice,38.63,22.3,233.66,48.56,0
Wheat,29.63,16.16,94.14,59.71,1
Soybean,42.85,26.35,254.58,35.81,1
Rice,59.25,38.04,162.51,49.36,0
Maize,48.96,35.34,239.19,38.29,1
Cotton,26.47,19.25,230.08,59.95,1
Soybean,50.26,27.08,24.18,79.13,0
Wheat,34.59,16.64,84.61,45.8,1
Maize,27.2,28.07,149.36,77.63,1
Cotton,37.6,22.21,185.32,60.1,1
Maize,25.37,19.49,101.78,73.92,0
Wheat,47.57,21.3,22.72,59.25,1
Soybean,31.81,29.87,34.91,72.17,0
Soybean,13.12,33.41,166.1,77.03,1
Rice,12.56,19.83,115.07,61.38,0
Wheat,26.18,35.87,294.69,43.95,0
Wheat,31.55,29.97,152.54,67.36,0
Wheat,17.52,37.81,225.06,70.4,1
Cotton,41.75,34.03,121.05,76.45,0
Soybean,47.1,31.2,173.4,56.85,1
Cotton,37.9,34.84,294.49,67.46,1
Wheat,24.64,15.75,177.91,57.73,0
Maize,20.63,39.52,64.05,53.01,0
Rice,19.65,20.17,265.47,39.83,0
Soybean,44.59,20.28,83.92,40.95,0
Wheat,37.75,31.7,113.6,83.18,1
Maize,20.17,20.7,298.93,58.34,1
Wheat,52.51,20.63,56.59,76.5,0
Rice,56.89,36.6,49.89,75.64,0
Soybean,38.55,29.1,253.46,59.85,0
Maize,44.58,22.27,245.72,72.16,1
Cotton,18.13,18.69,90.49,72.27,1
Cotton,34.68,23.12,271.82,68.25,1
Maize,52.55,27.33,109.73,87.47,1
Maize,47.12,22.96,156.43,85.54,0
Rice,21.27,20.38,259.44,66.08,0
Rice,17.88,25.65,100.64,43.59,1
Soybean,30.42,22.19,180.86,68.86,0
Rice,34.23,23.24,274.82,33.46,0
Soybean,55.78,37.54,202.09,62.0,0
Rice,44.27,20.41,218.46,83.58,0
Cotton,39.89,18.23,255.01,71.2,0
Maize,46.99,29.95,251.0,81.27,1
Wheat,23.39,20.51,31.3,37.56,0
Soybean,29.87,33.66,79.82,54.97,0
Wheat,32.75,26.04,3.81,37.49,1
Maize,20.26,34.03,180.84,79.74,1
Cotton,24.1,35.07,183.42,30.47,1
Rice,39.88,21.19,100.73,33.16,0
Soybean,33.35,34.24,5.06,71.85,0
Wheat,12.64,39.11,154.97,86.45,1
Rice,55.66,32.17,119.8,81.08,0
Soybean,47.24,18.44,101.94,45.17,0
Wheat,13.85,15.15,204.7,36.47,1
Maize,29.5,23.54,39.19,45.88,0
Soybean,55.4,32.44,95.81,33.71,0
Wheat,26.18,35.87,294.69,43.95,0
Rice,37.4,23.13,250.93,38.0,0
Wheat,23.6,39.95,29.03,73.96,0
Wheat,15.28,32.16,105.23,43.5,1
Cotton,28.27,21.9,213.6,60.69,1
Maize,35.9,38.32,45.93,61.19,0
Rice,25.42,24.14,192.72,37.57,1
Cotton,59.46,39.22,155.6,44.62,1
Wheat,52.74,17.99,188.24,79.8,0
Wheat,30.47,26.01,34.81,88.59,0
Rice,24.83,27.96,21.9,81.41,0
Soybean,36.48,38.75,188.82,75.12,1
Maize,27.92,25.58,130.81,46.01,1
Cotton,34.41,27.81,298.8,70.56,0
Wheat,20.1,30.4,231.47,36.49,0
Rice,16.08,32.96,246.12,58.11,0
Soybean,11.35,28.22,99.44,61.79,0
Rice,31.33,27.76,115.07,68.37,0
Cotton,16.67,38.78,90.4,76.12,1
Rice,57.21,18.06,265.88,53.5,0
Wheat,10.71,28.4,1.19,69.95,0
Cotton,43.02,16.15,30.65,64.46,1
Cotton,38.19,23.23,196.87,77.1,0
Cotton,17.55,19.21,297.73,55.64,1
Soybean,51.55,25.27,246.39,73.29,0
Cotton,26.1,35.63,52.0,88.12,0
Cotton,52.14,31.26,37.54,83.02,0
Rice,43.85,25.78,241.66,75.05,1
Maize,15.65,20.21,284.1,35.4,0
Wheat,28.07,35.36,65.63,65.88,0
Soybean,30.7,39.33,163.37,34.4,1
Maize,30.23,22.02,23.39,65.04,0
Cotton,21.15,28.45,214.65,44.53,0
Rice,43.34,30.07,106.11,76.35,1
Soybean,16.06,19.57,168.63,79.64,1
Rice,59.02,15.39,287.64,73.96,1
Cotton,47.0,25.19,79.84,50.34,0
Maize,47.47,19.5,30.5,47.84,0
Maize,56.69,17.38,102.84,87.29,0
Maize,17.5,29.47,97.8,75.07,1
Wheat,25.5,25.85,223.93,42.71,0
Rice,27.89,17.27,129.93,38.21,1
Soybean,13.68,29.7,76.18,30.74,1
